City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
182,Senador Jose Porfirio,BR,2021-10-21 23:39:07,-2.5908,-51.9542,77.97,84,56,4.27
183,Puerto Leguizamo,CO,2021-10-21 23:39:09,-0.1934,-74.7819,78.46,77,77,2.46
184,Mosetse,BW,2021-10-21 23:39:09,-20.75,26.65,73.83,36,93,10.36
185,Cherskiy,RU,2021-10-21 23:39:10,68.75,161.3,8.08,95,100,4.65
186,Fare,PF,2021-10-21 23:39:13,-16.7,-151.0167,78.78,75,31,9.44
187,Tateyama,JP,2021-10-21 23:39:14,34.9833,139.8667,57.47,92,100,18.12
188,Ayan,RU,2021-10-21 23:39:15,56.45,138.1667,35.85,57,10,8.75
189,Whitehaven,GB,2021-10-21 23:39:16,54.549,-3.5841,49.66,83,100,5.99
190,Wad Madani,SD,2021-10-21 23:39:17,14.4012,33.5199,86.61,29,60,2.75
191,Opunake,NZ,2021-10-21 23:39:18,-39.4556,173.8583,67.33,70,72,14.72
192,Byron Bay,AU,2021-10-21 23:39:20,-28.65,153.6167,75.15,72,62,2.71
193,Aksarka,RU,2021-10-21 23:39:22,66.5606,67.7975,28.65,92,100,6.64
194,Biak,ID,2021-10-21 23:39:22,-0.9131,122.8766,79.57,75,100,3.94
195,Sao Filipe,CV,2021-10-21 23:39:23,14.8961,-24.4956,81.16,64,14,6.4
196,Yulara,AU,2021-10-21 23:39:23,-25.2406,130.9889,80.44,18,0,10.36
197,Cabo San Lucas,MX,2021-10-21 23:36:19,22.8909,-109.9124,86.61,71,1,5.99
198,Lavrentiya,RU,2021-10-21 23:39:27,65.5833,-171.0,23.49,91,58,5.12
199,Berlevag,NO,2021-10-21 23:39:27,70.8578,29.0864,35.06,53,100,24.9
200,Richards Bay,ZA,2021-10-21 23:39:28,-28.783,32.0377,67.8,83,97,16.35
201,Kisangani,CD,2021-10-21 23:39:29,0.5167,25.2,68.27,99,100,0.87
202,Flinders,AU,2021-10-21 23:39:21,-34.5833,150.8552,72.81,83,32,1.01
203,Bela Vista,BR,2021-10-21 23:39:31,-22.1089,-56.5211,71.11,65,0,5.21
204,Provideniya,RU,2021-10-21 23:38:55,64.3833,-173.3,26.71,68,0,13.42
205,Bilibino,RU,2021-10-21 23:39:34,68.0546,166.4372,0.7,95,100,3.02
206,Chernolesskoye,RU,2021-10-21 23:39:37,44.7156,43.7133,45.75,55,0,4.63
207,Lensk,RU,2021-10-21 23:39:38,60.7253,114.9278,35.06,88,83,9.55
208,Spokoynaya,RU,2021-10-21 23:39:38,44.2468,41.4015,46.22,58,0,5.39
209,Bathsheba,BB,2021-10-21 23:39:39,13.2167,-59.5167,83.01,74,40,24.16
210,Hudiksvall,SE,2021-10-21 23:39:39,61.729,17.1036,36.52,71,100,13.76
211,Kautokeino,NO,2021-10-21 23:39:40,69.0125,23.0412,25.52,93,100,21.07
212,Tweed,CA,2021-10-21 23:39:42,44.4751,-77.3162,61.92,95,100,9.44
213,Mandalgovi,MN,2021-10-21 23:39:43,45.7625,106.2708,30.85,40,6,7.27
214,Mastung,PK,2021-10-21 23:39:45,29.7994,66.845,57.72,28,0,6.06
215,Yerbogachen,RU,2021-10-21 23:39:45,61.2767,108.0108,30.67,94,97,7.07
216,Henties Bay,NA,2021-10-21 23:39:46,-22.116,14.2845,58.86,89,0,3.47
217,Oranjemund,NA,2021-10-21 23:39:47,-28.55,16.4333,58.17,75,15,17.83
218,Matara,LK,2021-10-21 23:39:48,5.9485,80.5353,77.32,90,49,5.91
219,Samarai,PG,2021-10-21 23:39:49,-10.6167,150.6667,82.96,68,32,11.83
220,Raigarh,IN,2021-10-21 23:39:50,21.9,83.4,65.48,71,3,2.39
221,Okhotsk,RU,2021-10-21 23:39:50,59.3833,143.3,16.63,65,17,6.42
222,Saint-Francois,FR,2021-10-21 23:39:51,46.4154,3.9054,53.47,91,75,4.61
223,Pevek,RU,2021-10-21 23:36:10,69.7008,170.3133,12.72,90,100,13.0
224,Georgetown,MY,2021-10-21 23:36:48,5.4112,100.3354,77.9,89,20,0.0
225,Saldanha,ZA,2021-10-21 23:39:53,-33.0117,17.9442,59.05,83,100,18.03
226,Nigran,ES,2021-10-21 23:39:53,42.1415,-8.8066,59.65,84,0,1.01
227,Lodja,CD,2021-10-21 23:39:54,-3.4833,23.4333,67.03,100,100,1.52
228,Jertih,MY,2021-10-21 23:39:55,5.7336,102.4897,75.07,86,100,3.09
229,Matongo,TZ,2021-10-21 23:39:55,-2.3833,34.0833,69.4,72,99,3.87
230,Bad Salzungen,DE,2021-10-21 23:39:55,50.8167,10.2333,43.21,96,27,8.75
231,Klaksvik,FO,2021-10-21 23:39:57,62.2266,-6.589,40.12,68,98,33.76
232,Tadine,NC,2021-10-21 23:40:00,-21.55,167.8833,75.58,75,98,11.07
233,Mont-De-Marsan,FR,2021-10-21 23:40:01,44.0,-0.6667,57.11,83,40,1.01
234,Bulgan,MN,2021-10-21 23:40:02,48.8125,103.5347,31.86,45,5,2.39
