City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Schonebeck,DE,52.0167,11.75,56.61,75,100,9.01,overcast clouds
349,Le Passage,FR,44.2014,0.6028,65.55,80,100,5.53,overcast clouds
350,Novo Horizonte,BR,-21.4681,-49.2208,93.49,29,86,3.33,overcast clouds
351,Miri,MY,4.4148,114.0089,77.14,94,40,5.75,scattered clouds
352,Novi Sanzhary,UA,49.3439,34.3108,46.62,63,1,6.89,clear sky
353,Geraldton,AU,-28.7667,114.6,63.19,67,0,12.37,clear sky
354,Kropotkin,RU,45.4375,40.5756,47.64,68,0,12.53,clear sky
355,Berdigestyakh,RU,62.0989,126.6992,1.42,99,58,3.87,broken clouds
356,San Jeronimo,PE,-11.9472,-75.2829,63.41,45,44,7.31,scattered clouds
357,Marzuq,YE,14.4,46.4667,75.72,54,99,8.32,overcast clouds
358,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,83,5,7.31,clear sky
359,North Bend,US,43.4065,-124.2243,56.91,89,97,3.0,overcast clouds
360,Sinnamary,GF,5.3833,-52.95,84.94,66,60,8.03,broken clouds
361,Amga,RU,60.8953,131.9608,-0.89,100,74,1.66,broken clouds
362,Tazovskiy,RU,67.4667,78.7,12.51,94,100,14.23,light snow
363,Belmonte,BR,-15.8631,-38.8828,82.4,65,70,7.92,broken clouds
364,Olinda,BR,-8.0089,-34.8553,83.93,54,20,12.66,few clouds
365,Saint-Georges,GD,12.0564,-61.7485,85.68,66,20,17.27,few clouds
366,Oranjemund,NA,-28.55,16.4333,62.11,86,4,10.4,clear sky
367,Maragogi,BR,-9.0122,-35.2225,81.1,61,11,7.61,few clouds
368,La Rioja,ES,42.25,-2.5,57.04,76,100,4.41,overcast clouds
369,Brigantine,US,39.4101,-74.3646,68.13,63,40,11.5,scattered clouds
370,Tanabe,JP,33.7333,135.3667,59.54,84,80,7.18,moderate rain
371,Zhigansk,RU,66.7697,123.3711,-3.14,98,89,14.2,overcast clouds
372,Orange Cove,US,36.6244,-119.3137,77.29,40,11,3.33,few clouds
373,Lagos,NG,6.5833,3.75,86.32,84,100,5.44,overcast clouds
374,Manavalakurichi,IN,8.1333,77.3,78.89,90,100,1.88,moderate rain
375,Catamarca,AR,-28.4696,-65.7852,96.69,27,6,9.64,clear sky
376,Ancud,CL,-41.8697,-73.8203,58.53,46,0,2.84,clear sky
377,Goundam,ML,16.4145,-3.6708,96.3,17,98,5.88,overcast clouds
378,Bengkulu,ID,-3.8004,102.2655,76.12,92,100,4.79,moderate rain
379,Machacamarca,BO,-18.1667,-67.0333,67.1,16,10,9.69,clear sky
380,Guilin,CN,25.2819,110.2864,64.51,89,100,3.53,overcast clouds
381,Bol,TD,13.4586,14.7147,84.83,46,15,4.97,few clouds
382,Hasanabad,IR,36.5465,61.0543,61.16,28,88,9.84,overcast clouds
383,Yeniseysk,RU,58.4497,92.1703,24.69,60,73,9.17,broken clouds
384,Kawalu,ID,-7.3817,108.2082,72.34,96,100,1.39,overcast clouds
385,Khvalynsk,RU,52.4906,48.1058,45.03,90,71,10.4,broken clouds
386,Grand-Santi,GF,4.25,-54.3833,84.58,77,49,2.98,scattered clouds
387,Ilhabela,BR,-23.7781,-45.3581,70.3,92,100,10.76,overcast clouds
388,Yumen,CN,40.2833,97.2,39.63,41,11,6.71,few clouds
389,Linxia,CN,35.6003,103.2064,40.96,82,100,2.59,overcast clouds
390,Nuuk,GL,64.1835,-51.7216,38.88,64,100,28.01,overcast clouds
391,Gilgit,PK,35.9221,74.3087,51.78,48,7,5.08,clear sky
392,Rafai,CF,4.95,23.9167,72.28,88,75,0.74,light rain
393,Acapulco,MX,16.8634,-99.8901,85.82,74,75,5.75,broken clouds
394,Saint-Francois,FR,46.4154,3.9054,58.44,88,0,4.61,clear sky
395,Marana,US,32.4367,-111.2254,85.19,16,2,7.4,clear sky
396,Altamira,BR,-3.2033,-52.2064,91.49,55,40,3.44,scattered clouds
397,Chowchilla,US,37.123,-120.2602,81.0,88,1,5.75,mist
398,Wageningen,NL,51.9667,5.6667,57.16,94,75,11.5,moderate rain
399,Kirakira,SB,-10.4544,161.9205,80.85,80,97,9.73,overcast clouds
400,Lander,US,42.833,-108.7307,46.06,59,82,9.73,broken clouds
401,Sakakah,SA,29.9697,40.2064,81.97,24,100,9.91,overcast clouds
402,Ust-Nera,RU,64.5667,143.2,-10.77,98,97,1.74,overcast clouds
403,Nome,US,64.5011,-165.4064,9.9,94,39,6.71,scattered clouds
404,Port Moresby,PG,-9.4431,147.1797,74.62,94,20,8.05,few clouds
405,Labuhan,ID,-6.8844,112.2051,81.07,79,99,1.92,overcast clouds
406,Bethel,US,41.3712,-73.414,64.36,98,97,9.62,light rain
407,Parana,AR,-31.732,-60.5238,96.51,34,27,5.99,scattered clouds
408,Moranbah,AU,-22.0016,148.0466,76.95,63,43,8.16,scattered clouds
409,Auki,SB,-8.7676,160.7034,77.14,88,76,3.83,broken clouds
410,Pangnirtung,CA,66.1451,-65.7125,37.4,81,90,16.11,moderate rain
411,Samfya,ZM,-11.3649,29.5565,79.95,31,33,0.78,scattered clouds
412,Kashi,CN,39.4547,75.9797,49.21,23,5,6.71,clear sky
413,Edd,ER,13.9297,41.6925,89.22,46,20,21.23,few clouds
414,Mehamn,NO,71.0357,27.8492,38.01,76,85,2.46,overcast clouds
415,Magadan,RU,59.5667,150.8,21.94,64,99,11.14,overcast clouds
416,Klaksvik,FO,62.2266,-6.589,46.45,93,100,19.71,overcast clouds
417,Maxixe,MZ,-23.8597,35.3472,71.42,78,20,5.99,few clouds
418,Benguela,AO,-12.5763,13.4055,75.78,75,90,4.52,overcast clouds
419,Pacific Grove,US,36.6177,-121.9166,67.6,92,20,1.99,few clouds
420,Poum,NC,-20.2333,164.0167,74.46,76,17,6.11,few clouds
421,Itoman,JP,26.1247,127.6694,73.47,68,7,10.16,clear sky
422,Shahapur,IN,19.45,73.3333,74.25,51,93,4.52,light rain
423,Tautira,PF,-17.7333,-149.15,78.82,75,42,15.61,light rain
424,San Rafael,AR,-34.6177,-68.3301,76.66,25,53,23.96,broken clouds
425,Boundiali,CI,9.5217,-6.4869,81.19,62,98,3.96,overcast clouds
426,Inhambane,MZ,-23.865,35.3833,71.58,78,20,5.99,few clouds
427,Rawson,AR,-43.3002,-65.1023,54.37,61,6,31.65,clear sky
428,Nelson Bay,AU,-32.7167,152.15,55.96,64,100,9.91,overcast clouds
429,Saint Paul,US,44.9444,-93.0933,55.78,73,7,1.99,clear sky
430,Eufaula,US,31.8913,-85.1455,62.38,77,95,10.92,overcast clouds
431,Tiksi,RU,71.6872,128.8694,-2.22,97,100,6.62,overcast clouds
432,Saqqez,IR,36.2499,46.2735,55.24,51,96,2.86,overcast clouds
433,Inongo,CD,-1.95,18.2667,74.95,78,16,3.27,few clouds
434,Kastamonu,TR,41.5,33.6667,42.35,78,0,2.66,clear sky
435,North Myrtle Beach,US,33.816,-78.68,68.02,58,65,13.98,broken clouds
436,Vung Tau,VN,10.346,107.0843,81.46,79,48,18.54,scattered clouds
437,Mount Gambier,AU,-37.8333,140.7667,42.71,93,75,3.44,broken clouds
438,Phan Thiet,VN,10.9333,108.1,77.05,89,34,7.78,scattered clouds
439,Thana,PK,34.6369,72.0739,60.84,34,0,7.0,clear sky
440,Maceio,BR,-9.6658,-35.7353,81.03,62,17,8.55,few clouds
441,Ponta Delgada,PT,37.7333,-25.6667,74.5,94,75,17.27,broken clouds
442,Takefu,JP,35.9039,136.1669,53.26,76,97,5.95,light rain
443,Kiunga,PG,-6.1219,141.2906,72.27,99,92,0.49,overcast clouds
444,Taywarah,AF,33.35,64.4167,38.52,28,0,3.58,clear sky
445,Gamba,GA,-2.65,10.0,77.11,90,99,8.93,light rain
446,Yunyang,CN,33.4474,112.7142,60.58,70,85,2.86,overcast clouds
447,Nadvoitsy,RU,63.8667,34.3167,43.11,92,100,10.13,overcast clouds
448,Hargeysa,SO,9.56,44.065,67.06,78,68,14.03,light rain
449,Luis Correia,BR,-2.8792,-41.6669,89.6,66,40,14.97,scattered clouds
450,Arequipa,PE,-16.3989,-71.535,71.67,26,0,12.66,clear sky
451,Atambua,ID,-9.1061,124.8925,76.48,81,90,1.03,overcast clouds
452,Constitucion,CL,-35.3333,-72.4167,65.71,61,100,15.48,overcast clouds
453,Locri,IT,38.2414,16.2623,66.11,89,100,3.8,overcast clouds
454,Tuy Hoa,VN,13.0833,109.3,75.97,89,33,3.24,scattered clouds
455,Suihua,CN,46.6406,126.9969,34.7,35,100,12.26,light snow
456,Khuzhir,RU,53.1939,107.3397,34.59,69,50,7.92,scattered clouds
457,Lincoln,US,40.8,-96.667,66.38,39,1,5.99,clear sky
458,Paamiut,GL,61.994,-49.6678,31.95,82,61,14.72,broken clouds
459,Bud,US,39.447,-86.1758,55.83,91,100,11.34,overcast clouds
460,Bandarbeyla,SO,9.4942,50.8122,79.3,78,25,12.88,light rain
461,Buzmeyin,TM,38.0507,58.2056,56.93,54,75,4.61,broken clouds
462,Kununurra,AU,-15.7667,128.7333,83.61,63,85,3.4,overcast clouds
463,Korem,ET,12.5058,39.5228,54.05,44,12,5.14,few clouds
464,Waitati,NZ,-45.75,170.5667,49.69,86,0,1.7,clear sky
465,Rocha,UY,-34.4833,-54.3333,73.71,71,100,10.0,overcast clouds
466,Timra,SE,62.487,17.3257,43.68,96,30,2.3,fog
467,Nikolayevsk-Na-Amure,RU,53.1406,140.73,23.47,93,65,4.81,broken clouds
468,Gorontalo,ID,0.5412,123.0595,75.6,95,96,3.11,overcast clouds
469,Barinas,VE,8.6226,-70.2075,83.89,81,86,4.92,overcast clouds
470,Luwuk,ID,-0.9516,122.7875,76.87,87,69,3.09,broken clouds
471,Mersing,MY,2.4312,103.8405,76.91,94,89,3.44,overcast clouds
472,Hovd,MN,48.0056,91.6419,34.9,50,77,6.02,broken clouds
473,Yulara,AU,-25.2406,130.9889,58.84,88,100,5.75,light rain
474,Padang,ID,-0.9492,100.3543,77.95,89,99,2.86,overcast clouds
475,Namie,JP,37.4833,141.0,52.54,77,83,4.21,broken clouds
476,Ambunti,PG,-4.2365,142.8448,73.69,99,66,0.94,moderate rain
477,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,94,94,15.77,overcast clouds
478,Khailar,IN,25.35,78.5333,69.08,46,1,5.21,clear sky
479,Kars,TR,40.602,43.095,41.85,89,100,3.89,overcast clouds
480,Sanmenxia,CN,34.7747,111.1814,58.14,58,72,1.86,broken clouds
481,Grand Island,US,40.925,-98.342,64.62,41,0,14.27,clear sky
482,Deep River,CA,46.1001,-77.4995,45.95,84,100,6.4,overcast clouds
483,Escanaba,US,45.7453,-87.0646,59.25,48,1,4.41,clear sky
484,Ornskoldsvik,SE,63.2909,18.7153,43.75,100,90,5.75,fog
485,Sharan,RU,54.8167,54.0,43.52,93,100,13.76,overcast clouds
486,Kumi,KR,36.1136,128.336,46.08,85,4,1.97,clear sky
487,Bereda,ES,43.2686,-7.5406,59.58,91,99,3.38,overcast clouds
488,Kenai,US,60.5544,-151.2583,39.29,93,90,9.22,light rain
489,Black River,JM,18.0264,-77.8487,86.0,71,99,9.15,overcast clouds
490,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,93.87,45,36,1.25,scattered clouds
491,Rudnogorsk,RU,57.2639,103.7519,34.0,76,100,7.65,overcast clouds
492,Bundoran,IE,54.4778,-8.2809,46.94,84,26,6.8,scattered clouds
493,Huarmey,PE,-10.0681,-78.1522,68.58,74,78,8.72,broken clouds
494,Bonavista,CA,48.6499,-53.1147,51.8,67,40,7.14,scattered clouds
495,Banting,MY,2.8167,101.5,78.94,95,97,3.04,overcast clouds
496,San Policarpo,PH,12.1791,125.5072,80.55,80,100,19.3,overcast clouds
497,Norman Wells,CA,65.282,-126.8329,15.84,92,90,3.44,fog
498,Esso,RU,55.9333,158.7,18.01,94,95,4.32,overcast clouds
499,Rio Grande,BR,-32.035,-52.0986,80.71,73,66,19.73,broken clouds
500,Punta Alta,AR,-38.8759,-62.0736,63.63,51,87,23.55,overcast clouds
501,Mahibadhoo,MV,3.7833,72.9667,82.6,73,65,11.59,broken clouds
502,Iralaya,HN,15.0,-83.2333,80.69,85,100,14.76,overcast clouds
503,Shimanovsk,RU,52.0,127.7,25.14,46,0,4.23,clear sky
504,Laguna,US,38.421,-121.4238,69.64,85,74,4.0,broken clouds
505,Fortuna,US,40.5982,-124.1573,60.48,75,75,1.99,broken clouds
506,Komsomolskiy,UZ,40.4272,71.7189,45.32,65,46,6.91,scattered clouds
507,Livingstone,ZM,-17.8419,25.8543,81.66,36,75,1.43,broken clouds
508,Caucaia,BR,-3.7361,-38.6531,81.03,74,59,10.42,broken clouds
509,Izhmorskiy,RU,56.194,86.6414,25.56,61,91,9.91,overcast clouds
510,Sistranda,NO,63.7256,8.834,48.16,80,73,14.67,broken clouds
511,Libreville,GA,0.3925,9.4537,78.82,89,40,2.3,thunderstorm with light rain
512,Kaeo,NZ,-35.1,173.7833,62.49,96,100,13.15,light rain
513,Susanville,US,40.4163,-120.653,56.08,71,90,0.0,overcast clouds
514,Beyneu,KZ,45.3167,55.2,51.35,63,6,2.68,clear sky
515,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,0,6.71,clear sky
516,Carbonia,IT,39.1672,8.5222,66.0,78,100,5.55,overcast clouds
517,Ofaqim,IL,31.3141,34.6203,71.8,65,50,6.2,scattered clouds
518,Sao Francisco,BR,-15.9486,-44.8644,93.63,29,44,3.09,scattered clouds
519,Mecca,SA,21.4267,39.8261,82.63,57,0,2.24,clear sky
520,Teahupoo,PF,-17.8333,-149.2667,73.36,76,46,16.08,light rain
521,Choszczno,PL,53.169,15.4205,50.13,63,40,10.25,scattered clouds
522,Pinotepa Nacional,MX,16.3167,-98.0167,86.22,61,99,3.74,overcast clouds
523,Kloulklubed,PW,7.0419,134.2556,79.3,80,100,15.73,light rain
524,Homer,US,59.6425,-151.5483,44.47,92,100,22.75,heavy intensity rain
525,Henties Bay,NA,-22.116,14.2845,59.86,88,7,6.13,clear sky
526,Arlit,NE,18.7369,7.3853,88.93,13,26,13.89,scattered clouds
527,Stornoway,GB,58.2093,-6.3865,51.93,87,75,4.61,light rain
528,Saint-Leu,RE,-21.15,55.2833,72.46,91,44,4.72,scattered clouds
529,Belyy Yar,RU,53.6039,91.3903,39.43,61,100,17.09,overcast clouds
530,Mantsala,FI,60.6609,25.2838,47.28,94,71,5.68,broken clouds
531,Iqaluit,CA,63.7506,-68.5145,37.13,69,90,20.0,light rain
532,Kieta,PG,-6.2167,155.6333,78.4,86,81,4.47,moderate rain
533,Menomonie,US,44.8755,-91.9193,56.82,57,6,3.38,clear sky
534,San Miguel,SV,13.4833,-88.1833,87.21,59,100,2.46,overcast clouds
535,Waipawa,NZ,-41.4122,175.5153,57.83,80,74,14.14,broken clouds
536,Victoria,HK,22.2855,114.1577,75.33,84,78,1.01,broken clouds
537,Berezovyy,RU,51.6667,135.7,26.02,82,85,2.71,overcast clouds
538,Banda Aceh,ID,5.5577,95.3222,78.78,81,99,3.53,overcast clouds
539,Tabuk,PH,17.4189,121.4443,70.12,91,21,3.58,few clouds
540,Teya,RU,60.3778,92.6267,18.55,81,100,12.19,overcast clouds
541,Junin,AR,-34.5838,-60.9433,96.98,21,0,7.11,clear sky
542,Maues,BR,-3.3836,-57.7186,96.84,34,24,2.42,few clouds
543,Kantang,TH,7.4054,99.5156,75.47,95,100,2.89,overcast clouds
544,Lantawan,PH,10.6167,123.9833,78.49,89,98,9.08,overcast clouds
545,Kostomuksha,RU,64.571,30.5767,41.45,95,100,9.86,overcast clouds
546,Mahanoro,MG,-19.9,48.8,71.19,86,38,3.78,scattered clouds
547,Kholm,RU,59.2667,32.85,45.86,94,81,7.47,broken clouds
548,Pinheiro Machado,BR,-31.5783,-53.3811,78.06,72,66,7.58,broken clouds
549,Benjamin Constant,BR,-4.3831,-70.0311,91.58,51,90,1.14,overcast clouds
550,Campbell River,CA,50.0163,-125.2446,41.27,92,20,1.99,few clouds
551,Santo Antonio Do Amparo,BR,-20.9464,-44.9189,75.79,60,98,4.45,overcast clouds
552,Khowst,AF,33.3833,69.8833,60.28,32,0,1.83,clear sky
553,Alappuzha,IN,9.49,76.3264,79.27,85,99,2.1,moderate rain
554,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,12.66,scattered clouds
555,Caravelas,BR,-17.7125,-39.2481,80.22,67,44,10.13,scattered clouds
556,Kruisfontein,ZA,-34.0033,24.7314,59.88,92,1,3.36,clear sky
557,Baie-Comeau,CA,49.2168,-68.1489,48.2,76,1,6.91,clear sky
558,Muzhi,RU,65.3667,64.6667,1.42,94,42,4.72,scattered clouds
559,Rosarito,MX,32.3333,-117.0333,69.31,74,38,5.59,scattered clouds
560,Kerman,IR,30.2832,57.0788,62.46,23,0,6.91,clear sky
561,Kerema,PG,-7.9631,145.7785,77.11,84,89,4.81,overcast clouds
562,Igrim,RU,63.1906,64.4162,18.1,68,9,2.26,clear sky
563,Noumea,NC,-22.2763,166.4572,60.78,83,5,4.18,clear sky
564,Ulagan,RU,50.6321,87.9563,31.08,72,100,3.06,overcast clouds
565,Saldanha,ZA,-33.0117,17.9442,66.25,86,72,17.47,broken clouds
566,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,78,40,14.27,scattered clouds
567,Palora,EC,-1.7,-77.9333,80.58,64,59,2.77,light rain
568,Bonga,ET,7.2833,36.2333,59.94,73,80,1.79,broken clouds
569,Luleburgaz,TR,41.4039,27.3592,54.77,81,10,10.8,clear sky
570,Aparecida Do Taboado,BR,-20.0867,-51.0936,93.04,36,42,3.49,scattered clouds
571,Beira,MZ,-19.8436,34.8389,73.74,71,0,12.77,clear sky
572,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,44.94,73,98,9.1,overcast clouds
573,Baykit,RU,61.67,96.37,18.7,87,99,10.07,overcast clouds
574,Xuddur,SO,4.1213,43.8894,80.74,38,31,8.3,scattered clouds
575,Jalu,LY,29.0331,21.5482,73.27,33,2,6.2,clear sky
576,Qui Nhon,VN,13.7667,109.2333,76.5,89,30,5.44,scattered clouds
577,Santa Maria,BR,-29.6842,-53.8069,85.3,51,0,10.36,clear sky
578,Yabelo,ET,4.8833,38.0833,62.71,64,59,13.35,broken clouds
579,Shubarkuduk,KZ,49.1447,56.4872,41.18,82,50,8.52,scattered clouds
580,Lithgow,AU,-33.4833,150.15,40.84,95,30,0.98,scattered clouds
581,Mogadishu,SO,2.0371,45.3438,79.45,79,7,12.21,clear sky
582,Port Macquarie,AU,-31.4333,152.9167,57.09,94,40,9.22,scattered clouds
583,Poya,NC,-21.35,165.15,69.85,85,2,2.37,clear sky
584,Sabang,ID,5.8933,95.3214,81.19,76,100,6.64,overcast clouds
585,Nanga Eboko,CM,4.6833,12.3667,73.38,87,99,1.77,overcast clouds
586,Pangody,RU,65.85,74.4859,13.3,92,100,15.7,overcast clouds
587,Sabana De Torres,CO,7.3915,-73.4957,79.41,73,96,3.65,light rain
588,Ahuimanu,US,21.4447,-157.8378,77.45,74,2,3.65,clear sky
589,San Jose De Sisa,PE,-6.6167,-76.6915,88.32,49,64,2.13,broken clouds
590,Kon Tum,VN,14.35,108.0,67.08,97,24,2.66,few clouds
591,Hershey,US,40.2859,-76.6503,63.64,81,90,4.0,overcast clouds
592,Cayenne,GF,4.9333,-52.3333,83.34,73,65,8.16,broken clouds
593,Jining,CN,35.405,116.5814,59.09,59,35,2.86,light rain
594,Palu,ID,-0.8917,119.8707,74.62,96,97,2.15,moderate rain
595,Biella,IT,45.5871,8.0859,48.22,90,100,1.34,overcast clouds
596,Port Blair,IN,11.6667,92.75,80.87,80,93,1.79,overcast clouds
597,Raymond,US,43.9015,-70.4703,53.51,98,100,8.66,overcast clouds
598,Muli,MV,2.9167,73.5667,82.62,75,28,13.18,scattered clouds
599,Kharhial,IN,20.2833,82.7667,72.68,79,69,1.86,broken clouds
600,Qostanay,KZ,53.1667,63.5833,39.07,78,100,19.17,overcast clouds
601,Belaya Gora,RU,68.5333,146.4167,0.43,97,100,4.41,overcast clouds
602,Corinto,GR,37.9407,22.9573,63.9,79,97,4.29,overcast clouds
603,Yamada,JP,39.4667,141.95,49.91,83,96,6.33,overcast clouds
604,Mapimi,MX,25.8167,-103.85,74.97,17,0,2.42,clear sky
605,Platteville,US,42.7342,-90.4785,57.29,72,1,5.75,clear sky
606,Havoysund,NO,70.9963,24.6622,36.48,69,83,4.05,broken clouds
607,Broken Hill,AU,-31.95,141.4333,51.51,37,90,9.22,overcast clouds
608,Yelizovo,RU,53.1873,158.3805,28.54,80,0,6.71,clear sky
609,Boguchany,RU,58.3814,97.4531,24.82,66,72,8.46,broken clouds
610,Aykhal,RU,66.0,111.5,14.29,99,100,6.85,overcast clouds
611,Loandjili,CG,-4.7561,11.8578,78.33,87,89,11.01,overcast clouds
612,Kulhudhuffushi,MV,6.6221,73.07,80.08,82,100,7.72,overcast clouds
613,Pulaski,US,34.7668,-92.3001,65.26,61,0,11.99,clear sky
614,Bhatkal,IN,13.9667,74.5667,79.36,85,99,4.5,overcast clouds
615,Requena,ES,39.4883,-1.1004,65.71,84,100,19.08,overcast clouds
616,Erdenet,MN,49.0333,104.0833,28.08,73,46,4.79,scattered clouds
617,Mantua,IT,45.1667,10.7833,56.73,84,100,1.01,overcast clouds
618,Necochea,AR,-38.5473,-58.7368,62.04,69,76,23.53,light rain
619,Fethiye,TR,36.6217,29.1164,66.07,71,100,2.35,overcast clouds
620,Bull Savanna,JM,17.8868,-77.5902,82.13,72,93,9.22,overcast clouds
621,Murray Bridge,AU,-35.1167,139.2667,48.45,86,0,2.39,clear sky
622,Denia,ES,38.8408,0.1057,74.95,75,100,7.0,overcast clouds
623,Byron Bay,AU,-28.65,153.6167,67.95,90,97,7.4,overcast clouds
624,Dasoguz,TM,41.8363,59.9666,48.15,66,0,4.61,clear sky
625,Boralday,KZ,43.3578,76.8594,44.53,70,39,3.11,scattered clouds
626,Yanam,IN,16.7333,82.2167,77.61,90,79,3.74,broken clouds
627,Agadir,MA,30.4202,-9.5982,73.31,48,5,6.26,clear sky
628,Frontera,MX,26.9333,-101.45,78.96,18,0,0.83,clear sky
629,Lieksa,FI,63.3167,30.0167,44.82,93,93,12.03,overcast clouds
630,Nizhniy Kuranakh,RU,58.8353,125.4869,9.99,88,32,3.71,scattered clouds
631,Eureka,US,40.8021,-124.1637,60.75,96,68,4.0,broken clouds
632,Preobrazheniye,RU,42.9019,133.9064,50.67,87,100,6.42,overcast clouds
633,Urengoy,RU,65.9667,78.3667,13.21,94,100,13.4,overcast clouds
634,Mabaruma,GY,8.2,-59.7833,85.91,61,45,6.13,scattered clouds
635,Te Anau,NZ,-45.4167,167.7167,45.93,94,83,7.16,broken clouds
636,Bogorodskoye,RU,56.55,37.8833,46.42,90,72,9.71,broken clouds
637,Pudozh,RU,61.8099,36.5345,44.85,89,100,7.09,overcast clouds
638,Da Lat,VN,11.9465,108.4419,57.81,98,66,2.59,heavy intensity rain
639,Vagur,FO,61.4732,-6.8119,47.05,91,100,17.9,overcast clouds
640,Daru,PG,-9.0763,143.2092,78.85,86,97,8.41,overcast clouds
641,Pozoblanco,ES,38.3791,-4.8483,62.91,93,100,17.09,overcast clouds
642,Dali,CN,25.7,100.1833,53.85,89,10,4.07,clear sky
643,Camopi,GF,3.1655,-52.3158,85.41,68,27,4.65,scattered clouds
644,Grants Pass,US,42.439,-123.3284,58.44,95,99,1.41,light rain
645,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,58,40,11.5,scattered clouds
646,Porto Novo,BJ,6.4965,2.6036,85.82,81,100,6.8,overcast clouds
647,Cabedelo,BR,-6.9811,-34.8339,86.67,64,29,14.85,scattered clouds
648,Shaoguan,CN,24.8,113.5833,63.01,90,85,1.77,light rain
649,Dhidhdhoo,MV,6.8833,73.1,79.68,82,98,5.06,overcast clouds
650,Moron,AR,-34.6534,-58.6198,91.94,56,2,8.28,clear sky
651,Gura Teghii,RO,45.4833,26.4167,46.35,89,0,2.26,clear sky
652,Maningrida,AU,-12.0667,134.2667,80.78,74,100,5.14,overcast clouds
653,Monte Carmelo,BR,-18.7247,-47.4986,84.56,38,94,7.14,overcast clouds
654,Bridlington,GB,54.0831,-0.1919,48.29,79,35,15.35,scattered clouds
655,Kodinsk,RU,58.6881,99.1844,26.67,64,83,10.58,broken clouds
656,Koungheul,SN,13.9833,-14.8,80.24,74,100,14.09,overcast clouds
657,Zelenoborskiy,RU,66.845,32.3622,35.06,98,100,2.64,light rain
658,Bowen,AU,-20.0167,148.2333,71.82,83,10,4.23,clear sky
659,Fairbanks,US,64.8378,-147.7164,27.1,89,20,9.22,few clouds
660,Bardiyah,LY,31.7561,25.0865,71.15,68,30,6.55,scattered clouds
661,Qasigiannguit,GL,68.8193,-51.1922,29.46,86,100,6.06,overcast clouds
662,Doha,QA,25.2867,51.5333,84.18,70,0,4.61,clear sky
663,Mulege,MX,26.8833,-111.9833,85.24,27,0,4.36,clear sky
664,Sandwick,GB,60.0,-1.25,48.02,93,90,9.22,overcast clouds
665,Springfield,US,37.2153,-93.2982,58.42,76,32,5.99,scattered clouds
666,Gizo,SB,-8.103,156.8419,82.2,77,36,5.88,light rain
667,Kabalo,CD,-6.05,26.9167,73.29,87,81,1.14,light rain
668,Gold Coast,AU,-28.0,153.4333,68.07,88,75,10.36,broken clouds
669,Foz,ES,43.5692,-7.2544,64.08,81,94,4.97,overcast clouds
670,Campo Maior,BR,-4.8278,-42.1686,92.43,38,80,4.18,broken clouds
671,Peqin,AL,41.0461,19.7511,51.66,51,0,2.08,clear sky
672,Rio Gallegos,AR,-51.6226,-69.2181,59.05,21,0,16.11,clear sky
673,Kutum,SD,14.2,24.6667,79.39,14,16,5.64,few clouds
674,Pastavy,BY,55.1168,26.8326,49.75,71,8,14.03,clear sky
675,Staryy Nadym,RU,65.6118,72.6842,10.35,92,100,18.19,overcast clouds
676,Ternate,ID,0.8,127.4,79.88,82,100,2.64,light rain
